Origin State;Type;Dest State;Year;Nombres de medidas;Valores de medidas
Alabama;Domestic;Vermont;2019;Chained 2012 Value (millions of dollars);106,243074
Alabama;Domestic;Utah;2019;Chained 2012 Value (millions of dollars);641,197851
Alabama;Domestic;Texas;2019;Chained 2012 Value (millions of dollars);9909,753797
Alabama;Domestic;Tennessee;2019;Chained 2012 Value (millions of dollars);12899,957696
Alabama;Domestic;South Dakota;2019;Chained 2012 Value (millions of dollars);120,851226
Alabama;Domestic;South Carolina;2019;Chained 2012 Value (millions of dollars);3122,627199
Alabama;Domestic;Rhode Island;2019;Chained 2012 Value (millions of dollars);40,24246
Alabama;Domestic;Pennsylvania;2019;Chained 2012 Value (millions of dollars);3025,471037
Alabama;Domestic;Oregon;2019;Chained 2012 Value (millions of dollars);457,69414
Alabama;Domestic;Oklahoma;2019;Chained 2012 Value (millions of dollars);1634,307763
Alabama;Domestic;Ohio;2019;Chained 2012 Value (millions of dollars);4497,160857
Alabama;Domestic;North Dakota;2019;Chained 2012 Value (millions of dollars);66,974165
Alabama;Domestic;North Carolina;2019;Chained 2012 Value (millions of dollars);3876,22632
Alabama;Domestic;New York;2019;Chained 2012 Value (millions of dollars);1639,916287
Alabama;Domestic;New Mexico;2019;Chained 2012 Value (millions of dollars);151,476694
Alabama;Domestic;New Jersey;2019;Chained 2012 Value (millions of dollars);1810,926913
Alabama;Domestic;New Hampshire;2019;Chained 2012 Value (millions of dollars);202,007266
Alabama;Domestic;Nevada;2019;Chained 2012 Value (millions of dollars);308,630252
Alabama;Domestic;Nebraska;2019;Chained 2012 Value (millions of dollars);652,197671
Alabama;Domestic;Montana;2019;Chained 2012 Value (millions of dollars);99,315992
Alabama;Domestic;Missouri;2019;Chained 2012 Value (millions of dollars);1891,346389
Alabama;Domestic;Mississippi;2019;Chained 2012 Value (millions of dollars);11149,306291
Alabama;Domestic;Minnesota;2019;Chained 2012 Value (millions of dollars);965,557639
Alabama;Domestic;Michigan;2019;Chained 2012 Value (millions of dollars);2750,177347
Alabama;Domestic;Massachusetts;2019;Chained 2012 Value (millions of dollars);1258,790005
Alabama;Domestic;Maryland;2019;Chained 2012 Value (millions of dollars);1354,06145
Alabama;Domestic;Maine;2019;Chained 2012 Value (millions of dollars);131,0854
Alabama;Domestic;Louisiana;2019;Chained 2012 Value (millions of dollars);3157,708447
Alabama;Domestic;Kentucky;2019;Chained 2012 Value (millions of dollars);2674,393846
Alabama;Domestic;Kansas;2019;Chained 2012 Value (millions of dollars);718,41769
Alabama;Domestic;Iowa;2019;Chained 2012 Value (millions of dollars);713,35499
Alabama;Domestic;Indiana;2019;Chained 2012 Value (millions of dollars);2685,214577
Alabama;Domestic;Illinois;2019;Chained 2012 Value (millions of dollars);3303,416019
Alabama;Domestic;Idaho;2019;Chained 2012 Value (millions of dollars);126,002798
Alabama;Domestic;Hawaii;2019;Chained 2012 Value (millions of dollars);57,234071
Alabama;Domestic;Georgia;2019;Chained 2012 Value (millions of dollars);24412,06832
Alabama;Domestic;Florida;2019;Chained 2012 Value (millions of dollars);20003,199444
Alabama;Domestic;District of Columbia;2019;Chained 2012 Value (millions of dollars);73,301723
Alabama;Domestic;Delaware;2019;Chained 2012 Value (millions of dollars);350,861567
Alabama;Domestic;Connecticut;2019;Chained 2012 Value (millions of dollars);253,395453
Alabama;Domestic;Colorado;2019;Chained 2012 Value (millions of dollars);974,150475
Alabama;Domestic;California;2019;Chained 2012 Value (millions of dollars);7218,7896
Alabama;Domestic;Arkansas;2019;Chained 2012 Value (millions of dollars);1626,355816
Alabama;Domestic;Arizona;2019;Chained 2012 Value (millions of dollars);1460,429995
Alabama;Domestic;Alaska;2019;Chained 2012 Value (millions of dollars);13,495963
Alabama;Domestic;Alabama;2019;Chained 2012 Value (millions of dollars);110276,053376
Alabama;Domestic;Wyoming;2018;Chained 2012 Value (millions of dollars);37,463555
Alabama;Domestic;Wisconsin;2018;Chained 2012 Value (millions of dollars);1557,380137
Alabama;Domestic;West Virginia;2018;Chained 2012 Value (millions of dollars);358,522674
Alabama;Domestic;Washington;2018;Chained 2012 Value (millions of dollars);989,947824
Alabama;Domestic;Virginia;2018;Chained 2012 Value (millions of dollars);2131,137151
Alabama;Domestic;Vermont;2018;Chained 2012 Value (millions of dollars);105,685256
Alabama;Domestic;Utah;2018;Chained 2012 Value (millions of dollars);652,433586
Alabama;Domestic;Texas;2018;Chained 2012 Value (millions of dollars);10093,118741
Alabama;Domestic;Tennessee;2018;Chained 2012 Value (millions of dollars);13045,18357
Alabama;Domestic;South Dakota;2018;Chained 2012 Value (millions of dollars);124,327873
Alabama;Domestic;South Carolina;2018;Chained 2012 Value (millions of dollars);3185,485728
Alabama;Domestic;Rhode Island;2018;Chained 2012 Value (millions of dollars);39,788201
Alabama;Domestic;Pennsylvania;2018;Chained 2012 Value (millions of dollars);3081,585679
Alabama;Domestic;Oregon;2018;Chained 2012 Value (millions of dollars);464,992536
Alabama;Domestic;Oklahoma;2018;Chained 2012 Value (millions of dollars);1680,695358
Alabama;Domestic;Ohio;2018;Chained 2012 Value (millions of dollars);4583,489761
Alabama;Domestic;North Dakota;2018;Chained 2012 Value (millions of dollars);68,751563
Alabama;Domestic;North Carolina;2018;Chained 2012 Value (millions of dollars);3960,473065
Alabama;Domestic;New York;2018;Chained 2012 Value (millions of dollars);1689,459816
Alabama;Domestic;New Mexico;2018;Chained 2012 Value (millions of dollars);153,687092
Alabama;Domestic;New Jersey;2018;Chained 2012 Value (millions of dollars);1846,26391
Alabama;Domestic;New Hampshire;2018;Chained 2012 Value (millions of dollars);202,423194
Alabama;Domestic;Nevada;2018;Chained 2012 Value (millions of dollars);311,121347
Alabama;Domestic;Nebraska;2018;Chained 2012 Value (millions of dollars);662,046127
Alabama;Domestic;Montana;2018;Chained 2012 Value (millions of dollars);102,390965
Alabama;Domestic;Missouri;2018;Chained 2012 Value (millions of dollars);1929,87751
Alabama;Domestic;Mississippi;2018;Chained 2012 Value (millions of dollars);11610,676033
Alabama;Domestic;Minnesota;2018;Chained 2012 Value (millions of dollars);981,492005
Alabama;Domestic;Michigan;2018;Chained 2012 Value (millions of dollars);2805,27173
Alabama;Domestic;Massachusetts;2018;Chained 2012 Value (millions of dollars);1283,801169
Alabama;Domestic;Maryland;2018;Chained 2012 Value (millions of dollars);1376,814736
Alabama;Domestic;Maine;2018;Chained 2012 Value (millions of dollars);131,932043
Alabama;Domestic;Louisiana;2018;Chained 2012 Value (millions of dollars);3217,833706
Alabama;Domestic;Kentucky;2018;Chained 2012 Value (millions of dollars);2713,986592
Alabama;Domestic;Kansas;2018;Chained 2012 Value (millions of dollars);734,879075
Alabama;Domestic;Iowa;2018;Chained 2012 Value (millions of dollars);726,340216
Alabama;Domestic;Indiana;2018;Chained 2012 Value (millions of dollars);2747,915297
Alabama;Domestic;Illinois;2018;Chained 2012 Value (millions of dollars);3368,822028
Alabama;Domestic;Idaho;2018;Chained 2012 Value (millions of dollars);128,753858
Alabama;Domestic;Hawaii;2018;Chained 2012 Value (millions of dollars);59,55318
Alabama;Domestic;Georgia;2018;Chained 2012 Value (millions of dollars);25377,581071
Alabama;Domestic;Florida;2018;Chained 2012 Value (millions of dollars);20820,743882
Alabama;Domestic;District of Columbia;2018;Chained 2012 Value (millions of dollars);74,957288
Alabama;Domestic;Delaware;2018;Chained 2012 Value (millions of dollars);360,129547
Alabama;Domestic;Connecticut;2018;Chained 2012 Value (millions of dollars);258,458686
Alabama;Domestic;Colorado;2018;Chained 2012 Value (millions of dollars);988,42872
Alabama;Domestic;California;2018;Chained 2012 Value (millions of dollars);7361,414266
Alabama;Domestic;Arkansas;2018;Chained 2012 Value (millions of dollars);1712,575744
Alabama;Domestic;Arizona;2018;Chained 2012 Value (millions of dollars);1487,683061
Alabama;Domestic;Alaska;2018;Chained 2012 Value (millions of dollars);13,85007
Alabama;Domestic;Alabama;2018;Chained 2012 Value (millions of dollars);111667,379494
Alabama;Domestic;Wyoming;2017;Chained 2012 Value (millions of dollars);36,292195
Alabama;Domestic;Wisconsin;2017;Chained 2012 Value (millions of dollars);1529,273787
Alabama;Domestic;West Virginia;2017;Chained 2012 Value (millions of dollars);348,909428
Alabama;Domestic;Washington;2017;Chained 2012 Value (millions of dollars);967,235027
Alabama;Domestic;Virginia;2017;Chained 2012 Value (millions of dollars);2084,103205
Alabama;Domestic;Vermont;2017;Chained 2012 Value (millions of dollars);103,322875
Alabama;Domestic;Utah;2017;Chained 2012 Value (millions of dollars);642,368583
Alabama;Domestic;Texas;2017;Chained 2012 Value (millions of dollars);9863,126035
Alabama;Domestic;Tennessee;2017;Chained 2012 Value (millions of dollars);13075,478391
Alabama;Domestic;South Dakota;2017;Chained 2012 Value (millions of dollars);121,306997
Alabama;Domestic;South Carolina;2017;Chained 2012 Value (millions of dollars);3127,033851
Alabama;Domestic;Rhode Island;2017;Chained 2012 Value (millions of dollars);39,377332
Alabama;Domestic;Pennsylvania;2017;Chained 2012 Value (millions of dollars);3010,4871
Alabama;Domestic;Oregon;2017;Chained 2012 Value (millions of dollars);459,141524
Alabama;Domestic;Oklahoma;2017;Chained 2012 Value (millions of dollars);1641,061819
Alabama;Domestic;Ohio;2017;Chained 2012 Value (millions of dollars);4486,030014
Alabama;Domestic;North Dakota;2017;Chained 2012 Value (millions of dollars);67,34728
Alabama;Domestic;North Carolina;2017;Chained 2012 Value (millions of dollars);3894,201451
Alabama;Domestic;New York;2017;Chained 2012 Value (millions of dollars);1665,98393
Alabama;Domestic;New Mexico;2017;Chained 2012 Value (millions of dollars);151,289424
Alabama;Domestic;New Jersey;2017;Chained 2012 Value (millions of dollars);1819,200428
Alabama;Domestic;New Hampshire;2017;Chained 2012 Value (millions of dollars);199,242798
Alabama;Domestic;Nevada;2017;Chained 2012 Value (millions of dollars);304,380594
Alabama;Domestic;Nebraska;2017;Chained 2012 Value (millions of dollars);652,558353
Alabama;Domestic;Montana;2017;Chained 2012 Value (millions of dollars);99,884466
Alabama;Domestic;Missouri;2017;Chained 2012 Value (millions of dollars);1890,217576
Alabama;Domestic;Mississippi;2017;Chained 2012 Value (millions of dollars);11253,925525
Alabama;Domestic;Minnesota;2017;Chained 2012 Value (millions of dollars);957,248873
Alabama;Domestic;Michigan;2017;Chained 2012 Value (millions of dollars);2743,635465
Alabama;Domestic;Massachusetts;2017;Chained 2012 Value (millions of dollars);1252,368063
Alabama;Domestic;Maryland;2017;Chained 2012 Value (millions of dollars);1336,542362
Alabama;Domestic;Maine;2017;Chained 2012 Value (millions of dollars);128,913109
Alabama;Domestic;Louisiana;2017;Chained 2012 Value (millions of dollars);3188,162999
Alabama;Domestic;Kentucky;2017;Chained 2012 Value (millions of dollars);2632,939054
Alabama;Domestic;Kansas;2017;Chained 2012 Value (millions of dollars);722,004601
Alabama;Domestic;Iowa;2017;Chained 2012 Value (millions of dollars);714,510242
Alabama;Domestic;Indiana;2017;Chained 2012 Value (millions of dollars);2667,005087
Alabama;Domestic;Illinois;2017;Chained 2012 Value (millions of dollars);3328,016883
Alabama;Domestic;Idaho;2017;Chained 2012 Value (millions of dollars);126,260861
Alabama;Domestic;Hawaii;2017;Chained 2012 Value (millions of dollars);58,291893
Alabama;Domestic;Georgia;2017;Chained 2012 Value (millions of dollars);24688,4145
Alabama;Domestic;Florida;2017;Chained 2012 Value (millions of dollars);20199,038215
Alabama;Domestic;District of Columbia;2017;Chained 2012 Value (millions of dollars);72,963315
Alabama;Domestic;Delaware;2017;Chained 2012 Value (millions of dollars);352,094543
Alabama;Domestic;Connecticut;2017;Chained 2012 Value (millions of dollars);253,636416
Alabama;Domestic;Colorado;2017;Chained 2012 Value (millions of dollars);966,881775
Alabama;Domestic;California;2017;Chained 2012 Value (millions of dollars);7162,928873
Alabama;Domestic;Arkansas;2017;Chained 2012 Value (millions of dollars);1695,256059
Alabama;Domestic;Arizona;2017;Chained 2012 Value (millions of dollars);1448,43794
Alabama;Domestic;Alaska;2017;Chained 2012 Value (millions of dollars);13,747521
Alabama;Domestic;Alabama;2017;Chained 2012 Value (millions of dollars);109549,312565
Alabama;Export;Wisconsin;2021;Chained 2012 Value (millions of dollars);0
Alabama;Export;Washington;2021;Chained 2012 Value (millions of dollars);58,578523
Alabama;Export;Virginia;2021;Chained 2012 Value (millions of dollars);28,92954
Alabama;Export;Vermont;2021;Chained 2012 Value (millions of dollars);0,230293
Alabama;Export;Utah;2021;Chained 2012 Value (millions of dollars);0
Alabama;Export;Texas;2021;Chained 2012 Value (millions of dollars);1344,167287
Alabama;Export;Tennessee;2021;Chained 2012 Value (millions of dollars);262,538152
Alabama;Export;South Dakota;2021;Chained 2012 Value (millions of dollars);1,098193
Alabama;Export;South Carolina;2021;Chained 2012 Value (millions of dollars);737,824203
Alabama;Export;Rhode Island;2021;Chained 2012 Value (millions of dollars);0,745188
Alabama;Export;Pennsylvania;2021;Chained 2012 Value (millions of dollars);28,403636
Alabama;Export;Oregon;2021;Chained 2012 Value (millions of dollars);3,476766
Alabama;Export;Oklahoma;2021;Chained 2012 Value (millions of dollars);0
Alabama;Export;Ohio;2021;Chained 2012 Value (millions of dollars);1,313656
Alabama;Export;North Dakota;2021;Chained 2012 Value (millions of dollars);233,909046
Alabama;Export;North Carolina;2021;Chained 2012 Value (millions of dollars);14,323122
Alabama;Export;New York;2021;Chained 2012 Value (millions of dollars);760,598859
Alabama;Export;New Mexico;2021;Chained 2012 Value (millions of dollars);0,035926
Alabama;Export;New Jersey;2021;Chained 2012 Value (millions of dollars);35,992414
Alabama;Export;New Hampshire;2021;Chained 2012 Value (millions of dollars);0
Alabama;Export;Montana;2021;Chained 2012 Value (millions of dollars);22,532037
Alabama;Export;Mississippi;2021;Chained 2012 Value (millions of dollars);83,023639
Alabama;Export;Minnesota;2021;Chained 2012 Value (millions of dollars);0,749915
Alabama;Export;Michigan;2021;Chained 2012 Value (millions of dollars);1978,405836
Alabama;Export;Massachusetts;2021;Chained 2012 Value (millions of dollars);1,930661
Alabama;Export;Maryland;2021;Chained 2012 Value (millions of dollars);88,427134
Alabama;Export;Maine;2021;Chained 2012 Value (millions of dollars);65,031039
Alabama;Export;Louisiana;2021;Chained 2012 Value (millions of dollars);236,952257
Alabama;Export;Kentucky;2021;Chained 2012 Value (millions of dollars);103,661688
Alabama;Export;Indiana;2021;Chained 2012 Value (millions of dollars);1,321474
Alabama;Export;Illinois;2021;Chained 2012 Value (millions of dollars);261,74571
Alabama;Export;Idaho;2021;Chained 2012 Value (millions of dollars);0
Alabama;Export;Hawaii;2021;Chained 2012 Value (millions of dollars);3,757759
Alabama;Export;Georgia;2021;Chained 2012 Value (millions of dollars);7859,517347
Alabama;Export;Florida;2021;Chained 2012 Value (millions of dollars);720,509083
Alabama;Export;District of Columbia;2021;Chained 2012 Value (millions of dollars);36,559022
Alabama;Export;Delaware;2021;Chained 2012 Value (millions of dollars);5,233014
Alabama;Export;Connecticut;2021;Chained 2012 Value (millions of dollars);0
Alabama;Export;Colorado;2021;Chained 2012 Value (millions of dollars);0
Alabama;Export;California;2021;Chained 2012 Value (millions of dollars);247,805909
Alabama;Export;Arizona;2021;Chained 2012 Value (millions of dollars);39,51328
Alabama;Export;Alaska;2021;Chained 2012 Value (millions of dollars);98,601814
Alabama;Export;Alabama;2021;Chained 2012 Value (millions of dollars);3110,035618
Alabama;Export;Wisconsin;2020;Chained 2012 Value (millions of dollars);0,044492
Alabama;Export;Washington;2020;Chained 2012 Value (millions of dollars);55,667003
Alabama;Export;Virginia;2020;Chained 2012 Value (millions of dollars);12,058267
Alabama;Export;Vermont;2020;Chained 2012 Value (millions of dollars);0,252847
Alabama;Export;Utah;2020;Chained 2012 Value (millions of dollars);0
Alabama;Export;Texas;2020;Chained 2012 Value (millions of dollars);1224,30149
Alabama;Export;Tennessee;2020;Chained 2012 Value (millions of dollars);235,033437
Alabama;Export;South Dakota;2020;Chained 2012 Value (millions of dollars);0,215052
Alabama;Export;South Carolina;2020;Chained 2012 Value (millions of dollars);856,976901
Alabama;Export;Rhode Island;2020;Chained 2012 Value (millions of dollars);0,437621
Alabama;Export;Pennsylvania;2020;Chained 2012 Value (millions of dollars);39,461949
Alabama;Export;Oregon;2020;Chained 2012 Value (millions of dollars);2,267605
Alabama;Export;Oklahoma;2020;Chained 2012 Value (millions of dollars);0,076048
Alabama;Export;Ohio;2020;Chained 2012 Value (millions of dollars);18,689299
Alabama;Export;North Dakota;2020;Chained 2012 Value (millions of dollars);225,553306
Alabama;Export;North Carolina;2020;Chained 2012 Value (millions of dollars);10,958226
Alabama;Export;New York;2020;Chained 2012 Value (millions of dollars);587,153827
Alabama;Export;New Mexico;2020;Chained 2012 Value (millions of dollars);0,101239
Alabama;Export;New Jersey;2020;Chained 2012 Value (millions of dollars);60,909078
Alabama;Export;New Hampshire;2020;Chained 2012 Value (millions of dollars);0
Alabama;Export;Montana;2020;Chained 2012 Value (millions of dollars);18,743266
Alabama;Export;Mississippi;2020;Chained 2012 Value (millions of dollars);61,319644
Alabama;Export;Minnesota;2020;Chained 2012 Value (millions of dollars);0,519162
Alabama;Export;Michigan;2020;Chained 2012 Value (millions of dollars);1981,694661
Alabama;Export;Massachusetts;2020;Chained 2012 Value (millions of dollars);3,646588
Alabama;Export;Maryland;2020;Chained 2012 Value (millions of dollars);24,868925
Alabama;Export;Maine;2020;Chained 2012 Value (millions of dollars);9,575696
Alabama;Export;Louisiana;2020;Chained 2012 Value (millions of dollars);270,391717
Alabama;Export;Kentucky;2020;Chained 2012 Value (millions of dollars);107,619658
Alabama;Export;Indiana;2020;Chained 2012 Value (millions of dollars);2,895533
Alabama;Export;Illinois;2020;Chained 2012 Value (millions of dollars);158,686909
Alabama;Export;Idaho;2020;Chained 2012 Value (millions of dollars);0,003336
Alabama;Export;Hawaii;2020;Chained 2012 Value (millions of dollars);2,713502
Alabama;Export;Georgia;2020;Chained 2012 Value (millions of dollars);6664,780707
Alabama;Export;Florida;2020;Chained 2012 Value (millions of dollars);466,526551
Alabama;Export;District of Columbia;2020;Chained 2012 Value (millions of dollars);14,833422
Alabama;Export;Delaware;2020;Chained 2012 Value (millions of dollars);41,775123
Alabama;Export;Connecticut;2020;Chained 2012 Value (millions of dollars);0
Alabama;Export;Colorado;2020;Chained 2012 Value (millions of dollars);0
Alabama;Export;California;2020;Chained 2012 Value (millions of dollars);267,443886
Alabama;Export;Arizona;2020;Chained 2012 Value (millions of dollars);40,566464
Alabama;Export;Alaska;2020;Chained 2012 Value (millions of dollars);99,244394
Alabama;Export;Alabama;2020;Chained 2012 Value (millions of dollars);3488,33082
Alabama;Export;Wisconsin;2019;Chained 2012 Value (millions of dollars);0,068768
Alabama;Export;Washington;2019;Chained 2012 Value (millions of dollars);86,397045
Alabama;Export;Virginia;2019;Chained 2012 Value (millions of dollars);53,115857
Alabama;Export;Vermont;2019;Chained 2012 Value (millions of dollars);0,51873
Alabama;Export;Utah;2019;Chained 2012 Value (millions of dollars);0
